회사명,거래소코드,회계년도,종가(원),액면가(원)
티에스넥스젠,043220,2018/12/27,658,500
티에스넥스젠,043220,2018/12/28,755,500
티에스이,131290,2018/12/24,6620,500
티에스이,131290,2018/12/26,6550,500
티에스이,131290,2018/12/27,6620,500
티에스이,131290,2018/12/28,6530,500
티에스인베스트먼트,246690,2018/12/24,2325,500
티에스인베스트먼트,246690,2018/12/26,2275,500
티에스인베스트먼트,246690,2018/12/27,2305,500
티에스인베스트먼트,246690,2018/12/28,2350,500
티에이치엔보통주,019180,2018/12/24,2435,500
티에이치엔보통주,019180,2018/12/26,2350,500
티에이치엔보통주,019180,2018/12/27,2365,500
티에이치엔보통주,019180,2018/12/28,2385,500
티엘아이,062860,2018/12/24,4390,500
티엘아이,062860,2018/12/26,4390,500
티엘아이,062860,2018/12/27,4190,500
티엘아이,062860,2018/12/28,4340,500
티와이엠보통주,002900,2018/12/24,1935,500
티와이엠보통주,002900,2018/12/26,1770,500
티와이엠보통주,002900,2018/12/27,1805,500
티와이엠보통주,002900,2018/12/28,1825,500
티웨이항공보통주,091810,2018/12/24,7740,500
티웨이항공보통주,091810,2018/12/26,7600,500
티웨이항공보통주,091810,2018/12/27,7560,500
티웨이항공보통주,091810,2018/12/28,7480,500
티웨이홀딩스보통주,004870,2018/12/24,2280,500
티웨이홀딩스보통주,004870,2018/12/26,2225,500
티웨이홀딩스보통주,004870,2018/12/27,2280,500
티웨이홀딩스보통주,004870,2018/12/28,2380,500
티제이미디어,032540,2018/12/24,3390,500
티제이미디어,032540,2018/12/26,3260,500
티제이미디어,032540,2018/12/27,3320,500
티제이미디어,032540,2018/12/28,3425,500
티케이지애강,022220,2018/12/24,2150,500
티케이지애강,022220,2018/12/26,2040,500
티케이지애강,022220,2018/12/27,2110,500
티케이지애강,022220,2018/12/28,2125,500
티케이지휴켐스보통주,069260,2018/12/24,26300,1000
티케이지휴켐스보통주,069260,2018/12/26,26600,1000
티케이지휴켐스보통주,069260,2018/12/27,24850,1000
티케이지휴켐스보통주,069260,2018/12/28,24100,1000
티케이케미칼,104480,2018/12/24,2760,500
티케이케미칼,104480,2018/12/26,2695,500
티케이케미칼,104480,2018/12/27,2740,500
티케이케미칼,104480,2018/12/28,2770,500
티플랙스,081150,2018/12/24,2575,500
티플랙스,081150,2018/12/26,2820,500
티플랙스,081150,2018/12/27,2915,500
티플랙스,081150,2018/12/28,2890,500
티피씨,130740,2018/12/24,2900,500
티피씨,130740,2018/12/26,2770,500
티피씨,130740,2018/12/27,2750,500
티피씨,130740,2018/12/28,2770,500
티피씨메카트로닉스,048770,2018/12/24,3745,500
티피씨메카트로닉스,048770,2018/12/26,3615,500
티피씨메카트로닉스,048770,2018/12/27,3735,500
티피씨메카트로닉스,048770,2018/12/28,3765,500
팅크웨어,084730,2018/12/24,8300,500
팅크웨어,084730,2018/12/26,7690,500
팅크웨어,084730,2018/12/27,7700,500
팅크웨어,084730,2018/12/28,7800,500
파나진,046210,2018/12/24,4485,500
파나진,046210,2018/12/26,4260,500
파나진,046210,2018/12/27,4370,500
파나진,046210,2018/12/28,4545,500
파나케이아,058530,2018/12/24,923,500
파나케이아,058530,2018/12/26,883,500
파나케이아,058530,2018/12/27,966,500
파나케이아,058530,2018/12/28,992,500
파라다이스,034230,2018/12/24,18650,500
파라다이스,034230,2018/12/26,18450,500
파라다이스,034230,2018/12/27,18950,500
파라다이스,034230,2018/12/28,18850,500
파라텍,033540,2018/12/24,5920,500
파라텍,033540,2018/12/26,5580,500
파라텍,033540,2018/12/27,5500,500
파라텍,033540,2018/12/28,5500,500
파루,043200,2018/12/24,2680,500
파루,043200,2018/12/26,2620,500
파루,043200,2018/12/27,2635,500
파루,043200,2018/12/28,2750,500
파마리서치,214450,2018/12/24,32150,500
파마리서치,214450,2018/12/26,32200,500
파마리서치,214450,2018/12/27,32700,500
파마리서치,214450,2018/12/28,33650,500
파멥신,208340,2018/12/24,76300,500
파멥신,208340,2018/12/26,77800,500
파멥신,208340,2018/12/27,78400,500
파멥신,208340,2018/12/28,80000,500
파미셀보통주,005690,2018/12/24,11000,500
파미셀보통주,005690,2018/12/26,11000,500
파미셀보통주,005690,2018/12/27,11800,500
파미셀보통주,005690,2018/12/28,12200,500
파버나인,177830,2018/12/24,4430,500
파버나인,177830,2018/12/26,4240,500
파버나인,177830,2018/12/27,4300,500
파버나인,177830,2018/12/28,4360,500
파세코,037070,2018/12/24,4690,500
파세코,037070,2018/12/26,4630,500
파세코,037070,2018/12/27,4625,500
파세코,037070,2018/12/28,4620,500
파수,150900,2018/12/24,3265,500
파수,150900,2018/12/26,3300,500
파수,150900,2018/12/27,3300,500
파수,150900,2018/12/28,3245,500
파워넷,037030,2018/12/24,3430,1000
파워넷,037030,2018/12/26,3325,1000
파워넷,037030,2018/12/27,3310,1000
파워넷,037030,2018/12/28,3410,1000
파워로직스,047310,2018/12/24,5900,500
파워로직스,047310,2018/12/26,5780,500
파워로직스,047310,2018/12/27,5820,500
파워로직스,047310,2018/12/28,6330,500
파이오링크,170790,2018/12/24,4435,500
파이오링크,170790,2018/12/26,4315,500
파이오링크,170790,2018/12/27,4320,500
파이오링크,170790,2018/12/28,4385,500
파인디앤씨,049120,2018/12/24,2025,500
파인디앤씨,049120,2018/12/26,1970,500
파인디앤씨,049120,2018/12/27,2015,500
파인디앤씨,049120,2018/12/28,2105,500
파인디지털,038950,2018/12/24,3465,500
파인디지털,038950,2018/12/26,3700,500
파인디지털,038950,2018/12/27,3640,500
파인디지털,038950,2018/12/28,3750,500
파인테크닉스,106240,2018/12/24,1250,500
파인테크닉스,106240,2018/12/26,1235,500
파인테크닉스,106240,2018/12/27,1245,500
파인테크닉스,106240,2018/12/28,1350,500
파인텍,131760,2018/12/24,2325,500
파인텍,131760,2018/12/26,2155,500
파인텍,131760,2018/12/27,2150,500
파인텍,131760,2018/12/28,2245,500
파커스,065690,2018/12/24,3820,500
파커스,065690,2018/12/26,3800,500
파커스,065690,2018/12/27,3300,500
파커스,065690,2018/12/28,3195,500
파크시스템스,140860,2018/12/24,36750,500
파크시스템스,140860,2018/12/26,37200,500
파크시스템스,140860,2018/12/27,39900,500
파크시스템스,140860,2018/12/28,40300,500
파트론,091700,2018/12/24,8350,500
파트론,091700,2018/12/26,8380,500
파트론,091700,2018/12/27,8400,500
파트론,091700,2018/12/28,8180,500
파티게임즈,194510,2018/12/24,536,500
파티게임즈,194510,2018/12/26,536,500
파티게임즈,194510,2018/12/27,536,500
파티게임즈,194510,2018/12/28,536,500
팍스넷,038160,2018/12/24,7710,500
팍스넷,038160,2018/12/26,7590,500
팍스넷,038160,2018/12/27,7380,500
팍스넷,038160,2018/12/28,7320,500
팜스코보통주,036580,2018/12/24,8060,500
팜스코보통주,036580,2018/12/26,7810,500
팜스코보통주,036580,2018/12/27,7830,500
팜스코보통주,036580,2018/12/28,7780,500
팜스토리,027710,2018/12/24,1020,500
팜스토리,027710,2018/12/26,1000,500
팜스토리,027710,2018/12/27,999,500
팜스토리,027710,2018/12/28,1025,500
팜젠사이언스보통주,004720,2018/12/24,7390,500
팜젠사이언스보통주,004720,2018/12/26,7170,500
팜젠사이언스보통주,004720,2018/12/27,7170,500
팜젠사이언스보통주,004720,2018/12/28,7400,500
패션플랫폼,225590,2018/12/24,1325,100
패션플랫폼,225590,2018/12/26,1295,100
패션플랫폼,225590,2018/12/27,1330,100
패션플랫폼,225590,2018/12/28,1340,100
팬스타엔터프라이즈,054300,2018/12/24,711,500
팬스타엔터프라이즈,054300,2018/12/26,683,500
팬스타엔터프라이즈,054300,2018/12/27,698,500
팬스타엔터프라이즈,054300,2018/12/28,721,500
팬엔터테인먼트,068050,2018/12/24,3805,500
팬엔터테인먼트,068050,2018/12/26,3640,500
팬엔터테인먼트,068050,2018/12/27,3640,500
팬엔터테인먼트,068050,2018/12/28,3700,500
팬오션보통주,028670,2018/12/24,4290,1000
팬오션보통주,028670,2018/12/26,4155,1000
팬오션보통주,028670,2018/12/27,4390,1000
팬오션보통주,028670,2018/12/28,4445,1000
팬젠,222110,2018/12/24,10450,500
팬젠,222110,2018/12/26,10000,500
팬젠,222110,2018/12/27,10100,500
팬젠,222110,2018/12/28,10500,500
퍼스텍보통주,010820,2018/12/24,2770,500
퍼스텍보통주,010820,2018/12/26,2610,500
퍼스텍보통주,010820,2018/12/27,2680,500
퍼스텍보통주,010820,2018/12/28,2770,500
퍼시스보통주,016800,2018/12/24,30850,1000
퍼시스보통주,016800,2018/12/26,30700,1000
퍼시스보통주,016800,2018/12/27,30600,1000
퍼시스보통주,016800,2018/12/28,30700,1000
펄어비스,263750,2018/12/24,208000,500
펄어비스,263750,2018/12/26,204400,500
펄어비스,263750,2018/12/27,201800,500
펄어비스,263750,2018/12/28,207900,500
페이퍼코리아보통주,001020,2018/12/24,865,500
페이퍼코리아보통주,001020,2018/12/26,865,500
페이퍼코리아보통주,001020,2018/12/27,923,500
페이퍼코리아보통주,001020,2018/12/28,935,500
펩트론,087010,2018/12/24,26000,500
펩트론,087010,2018/12/26,25400,500
펩트론,087010,2018/12/27,25000,500
펩트론,087010,2018/12/28,24400,500
평화산업 주식회사 보통주,090080,2018/12/24,2370,500
평화산업 주식회사 보통주,090080,2018/12/26,2370,500
평화산업 주식회사 보통주,090080,2018/12/27,2370,500
평화산업 주식회사 보통주,090080,2018/12/28,2465,500
평화홀딩스보통주,010770,2018/12/24,5900,500
평화홀딩스보통주,010770,2018/12/26,6010,500
평화홀딩스보통주,010770,2018/12/27,5960,500
평화홀딩스보통주,010770,2018/12/28,6200,500
포메탈,119500,2018/12/24,3515,500
포메탈,119500,2018/12/26,3400,500
포메탈,119500,2018/12/27,3485,500
포메탈,119500,2018/12/28,3620,500
포스코스틸리온보통주,058430,2018/12/24,20200,5000
포스코스틸리온보통주,058430,2018/12/26,20250,5000
포스코스틸리온보통주,058430,2018/12/27,20300,5000
포스코스틸리온보통주,058430,2018/12/28,20700,5000
포스코아이씨티,022100,2018/12/24,5590,500
포스코아이씨티,022100,2018/12/26,5540,500
포스코아이씨티,022100,2018/12/27,5550,500
포스코아이씨티,022100,2018/12/28,5210,500
포스코엠텍,009520,2018/12/24,6360,500
포스코엠텍,009520,2018/12/26,6160,500
포스코엠텍,009520,2018/12/27,6470,500
포스코엠텍,009520,2018/12/28,6570,500
포스코인터내셔널보통주,047050,2018/12/24,18650,5000
포스코인터내셔널보통주,047050,2018/12/26,17900,5000
포스코인터내셔널보통주,047050,2018/12/27,18050,5000
포스코인터내셔널보통주,047050,2018/12/28,18200,5000
포스코켐텍,003670,2018/12/24,64400,500
포스코켐텍,003670,2018/12/26,66200,500
포스코켐텍,003670,2018/12/27,65600,500
포스코켐텍,003670,2018/12/28,63700,500
포스코홀딩스보통주,005490,2018/12/24,248500,5000
포스코홀딩스보통주,005490,2018/12/26,244500,5000
포스코홀딩스보통주,005490,2018/12/27,241500,5000
포스코홀딩스보통주,005490,2018/12/28,243000,5000
포인트엔지니어링,256630,2018/12/24,2040,100
포인트엔지니어링,256630,2018/12/26,2040,100
포인트엔지니어링,256630,2018/12/27,2040,100
포인트엔지니어링,256630,2018/12/28,2040,100
폴라리스세원,234100,2018/12/24,2570,100
폴라리스세원,234100,2018/12/26,2560,100
폴라리스세원,234100,2018/12/27,2420,100
폴라리스세원,234100,2018/12/28,2390,100
폴라리스오피스,041020,2018/12/24,1320,500
폴라리스오피스,041020,2018/12/26,1335,500
폴라리스오피스,041020,2018/12/27,1330,500
폴라리스오피스,041020,2018/12/28,1385,500
폴라리스우노,114630,2018/12/24,4230,500
폴라리스우노,114630,2018/12/26,4300,500
폴라리스우노,114630,2018/12/27,4315,500
폴라리스우노,114630,2018/12/28,4345,500
폴루스바이오팜보통주,007630,2018/12/24,5430,500
폴루스바이오팜보통주,007630,2018/12/26,5100,500
폴루스바이오팜보통주,007630,2018/12/27,5700,500
폴루스바이오팜보통주,007630,2018/12/28,6010,500
푸드나무,290720,2018/12/24,20350,500
푸드나무,290720,2018/12/26,19300,500
푸드나무,290720,2018/12/27,20050,500
푸드나무,290720,2018/12/28,20200,500
푸드웰,005670,2018/12/24,5980,500
푸드웰,005670,2018/12/26,6070,500
푸드웰,005670,2018/12/27,5950,500
푸드웰,005670,2018/12/28,5950,500
푸른기술,094940,2018/12/24,21750,500
푸른기술,094940,2018/12/26,20000,500
푸른기술,094940,2018/12/27,20100,500
푸른기술,094940,2018/12/28,20250,500
푸른상호저축은행,007330,2018/12/24,8340,1000
푸른상호저축은행,007330,2018/12/26,8300,1000
푸른상호저축은행,007330,2018/12/27,7800,1000
푸른상호저축은행,007330,2018/12/28,7800,1000
풀무원보통주,017810,2018/12/24,80200,5000
풀무원보통주,017810,2018/12/26,78000,5000
풀무원보통주,017810,2018/12/27,79300,5000
풀무원보통주,017810,2018/12/28,79600,5000
풍국주정공업,023900,2018/12/24,17950,500
풍국주정공업,023900,2018/12/26,18350,500
풍국주정공업,023900,2018/12/27,18600,500
풍국주정공업,023900,2018/12/28,19200,500
풍산 보통주,103140,2018/12/24,27650,5000
풍산 보통주,103140,2018/12/26,26650,5000
풍산 보통주,103140,2018/12/27,27250,5000
풍산 보통주,103140,2018/12/28,27350,5000
풍산홀딩스보통주,005810,2018/12/24,37400,5000
풍산홀딩스보통주,005810,2018/12/26,37950,5000
풍산홀딩스보통주,005810,2018/12/27,37000,5000
풍산홀딩스보통주,005810,2018/12/28,36750,5000
퓨전,195440,2018/12/24,1515,500
퓨전,195440,2018/12/26,1445,500
퓨전,195440,2018/12/27,1490,500
퓨전,195440,2018/12/28,1530,500
퓨쳐켐,220100,2018/12/24,12550,500
퓨쳐켐,220100,2018/12/26,12150,500
퓨쳐켐,220100,2018/12/27,12350,500
퓨쳐켐,220100,2018/12/28,12450,500
프럼파스트,035200,2018/12/24,3645,500
프럼파스트,035200,2018/12/26,3725,500
프럼파스트,035200,2018/12/27,3410,500
프럼파스트,035200,2018/12/28,3385,500
프로스테믹스,203690,2018/12/24,5000,100
프로스테믹스,203690,2018/12/26,4800,100
프로스테믹스,203690,2018/12/27,5120,100
프로스테믹스,203690,2018/12/28,5420,100
프로텍,053610,2018/12/24,13100,500
프로텍,053610,2018/12/26,12900,500
프로텍,053610,2018/12/27,12900,500
프로텍,053610,2018/12/28,12800,500
프리엠스,053160,2018/12/24,6320,500
프리엠스,053160,2018/12/26,6050,500
프리엠스,053160,2018/12/27,6100,500
프리엠스,053160,2018/12/28,6270,500
플래스크,041590,2018/12/24,2265,500
플래스크,041590,2018/12/26,2220,500
플래스크,041590,2018/12/27,2190,500
플래스크,041590,2018/12/28,2275,500
플랜티넷,075130,2018/12/24,4420,500
플랜티넷,075130,2018/12/26,4415,500
플랜티넷,075130,2018/12/27,4385,500
플랜티넷,075130,2018/12/28,4395,500
플레이그램보통주,009810,2018/12/24,699,500
플레이그램보통주,009810,2018/12/26,628,500
플레이그램보통주,009810,2018/12/27,645,500
플레이그램보통주,009810,2018/12/28,638,500
플레이위드,023770,2018/12/24,6760,500
플레이위드,023770,2018/12/26,6690,500
플레이위드,023770,2018/12/27,6890,500
플레이위드,023770,2018/12/28,6900,500
피델릭스,032580,2018/12/24,1685,500
피델릭스,032580,2018/12/26,1730,500
피델릭스,032580,2018/12/27,1720,500
피델릭스,032580,2018/12/28,1740,500
피씨디렉트,051380,2018/12/24,4685,500
피씨디렉트,051380,2018/12/26,4615,500
피씨디렉트,051380,2018/12/27,4500,500
피씨디렉트,051380,2018/12/28,4540,500
피씨엘,241820,2018/12/24,7920,500
피씨엘,241820,2018/12/26,7720,500
피씨엘,241820,2018/12/27,8290,500
피씨엘,241820,2018/12/28,9600,500
피아이첨단소재,178920,2018/12/24,32250,500
피아이첨단소재,178920,2018/12/26,31650,500
피아이첨단소재,178920,2018/12/27,30900,500
피아이첨단소재,178920,2018/12/28,33200,500
피앤씨테크,237750,2018/12/24,8500,500
피앤씨테크,237750,2018/12/26,8120,500
피앤씨테크,237750,2018/12/27,7980,500
피앤씨테크,237750,2018/12/28,8400,500
피에스케이홀딩스,031980,2018/12/24,12250,500
피에스케이홀딩스,031980,2018/12/26,12350,500
피에스케이홀딩스,031980,2018/12/27,12250,500
피에스케이홀딩스,031980,2018/12/28,12300,500
피에스텍,002230,2018/12/24,4750,500
피에스텍,002230,2018/12/26,4700,500
피에스텍,002230,2018/12/27,4700,500
피에스텍,002230,2018/12/28,4675,500
피에이치씨,057880,2018/12/24,1545,500
피에이치씨,057880,2018/12/26,1600,500
피에이치씨,057880,2018/12/27,1700,500
피에이치씨,057880,2018/12/28,1700,500
피에이치에이,043370,2018/12/24,6920,500
피에이치에이,043370,2018/12/26,6960,500
피에이치에이,043370,2018/12/27,6790,500
피에이치에이,043370,2018/12/28,6670,500
피엔티,137400,2018/12/24,10250,500
피엔티,137400,2018/12/26,10100,500
피엔티,137400,2018/12/27,10600,500
피엔티,137400,2018/12/28,10700,500
피엔풍년,024940,2018/12/24,2290,500
피엔풍년,024940,2018/12/26,2245,500
피엔풍년,024940,2018/12/27,2190,500
피엔풍년,024940,2018/12/28,2245,500
피제이메탈,128660,2018/12/24,2255,500
피제이메탈,128660,2018/12/26,2215,500
피제이메탈,128660,2018/12/27,2085,500
피제이메탈,128660,2018/12/28,2150,500
피제이전자,006140,2018/12/24,4560,500
피제이전자,006140,2018/12/26,4500,500
피제이전자,006140,2018/12/27,4350,500
피제이전자,006140,2018/12/28,4475,500
픽셀플러스,087600,2018/12/24,6000,500
픽셀플러스,087600,2018/12/26,6010,500
픽셀플러스,087600,2018/12/27,6040,500
픽셀플러스,087600,2018/12/28,6040,500
필옵틱스,161580,2018/12/24,6830,500
필옵틱스,161580,2018/12/26,6790,500
필옵틱스,161580,2018/12/27,6780,500
필옵틱스,161580,2018/12/28,7330,500
하나금융지주보통주,086790,2018/12/24,38000,5000
하나금융지주보통주,086790,2018/12/26,37300,5000
하나금융지주보통주,086790,2018/12/27,35700,5000
하나금융지주보통주,086790,2018/12/28,36250,5000
하나마이크론,067310,2018/12/24,3680,500
하나마이크론,067310,2018/12/26,3650,500
하나마이크론,067310,2018/12/27,3655,500
하나마이크론,067310,2018/12/28,3795,500
하나머스트제6호기업인수목적,307160,2018/12/24,2050,100
하나머스트제6호기업인수목적,307160,2018/12/26,2060,100
하나머스트제6호기업인수목적,307160,2018/12/27,2040,100
하나머스트제6호기업인수목적,307160,2018/12/28,2050,100
하나머티리얼즈,166090,2018/12/24,11650,500
하나머티리얼즈,166090,2018/12/26,11650,500
하나머티리얼즈,166090,2018/12/27,11650,500
하나머티리얼즈,166090,2018/12/28,12050,500
하나제약보통주,293480,2018/12/24,22000,500
하나제약보통주,293480,2018/12/26,21450,500
하나제약보통주,293480,2018/12/27,22000,500
하나제약보통주,293480,2018/12/28,22500,500
하나투어보통주,039130,2018/12/24,63800,500
하나투어보통주,039130,2018/12/26,62400,500
하나투어보통주,039130,2018/12/27,65600,500
하나투어보통주,039130,2018/12/28,68800,500
하림,136480,2018/12/24,2770,500
하림,136480,2018/12/26,2680,500
하림,136480,2018/12/27,2710,500
하림,136480,2018/12/28,2800,500
하림지주,003380,2018/12/24,12200,100
하림지주,003380,2018/12/26,11950,100
하림지주,003380,2018/12/27,11950,100
하림지주,003380,2018/12/28,11500,100
하이드로리튬,101670,2018/12/24,1650,200
하이드로리튬,101670,2018/12/26,1630,200
하이드로리튬,101670,2018/12/27,1735,200
하이드로리튬,101670,2018/12/28,1715,200
하이로닉,149980,2018/12/24,4425,100
하이로닉,149980,2018/12/26,4250,100
하이로닉,149980,2018/12/27,4350,100
하이로닉,149980,2018/12/28,4485,100
하이록코리아,013030,2018/12/24,16900,500
하이록코리아,013030,2018/12/26,17400,500
하이록코리아,013030,2018/12/27,17350,500
하이록코리아,013030,2018/12/28,16450,500
하이비젼시스템,126700,2018/12/24,8440,500
하이비젼시스템,126700,2018/12/26,8250,500
하이비젼시스템,126700,2018/12/27,8500,500
하이비젼시스템,126700,2018/12/28,8800,500
하이소닉,106080,2018/12/24,798,1000
하이소닉,106080,2018/12/26,798,1000
하이소닉,106080,2018/12/27,798,1000
하이소닉,106080,2018/12/28,798,1000
하이스틸 보통주,071090,2018/12/24,27000,5000
하이스틸 보통주,071090,2018/12/26,25750,5000
하이스틸 보통주,071090,2018/12/27,26800,5000
하이스틸 보통주,071090,2018/12/28,26900,5000
하이즈항공,221840,2018/12/24,5300,500
하이즈항공,221840,2018/12/26,5200,500
하이즈항공,221840,2018/12/27,5280,500
하이즈항공,221840,2018/12/28,5300,500
하이텍팜,106190,2018/12/24,17200,500
하이텍팜,106190,2018/12/26,17050,500
하이텍팜,106190,2018/12/27,16950,500
하이텍팜,106190,2018/12/28,17400,500
하이트론씨스템즈보통주,019490,2018/12/24,3505,2500
하이트론씨스템즈보통주,019490,2018/12/26,3570,2500
하이트론씨스템즈보통주,019490,2018/12/27,3600,2500
하이트론씨스템즈보통주,019490,2018/12/28,3620,2500
하이트진로보통주,000080,2018/12/24,17750,5000
하이트진로보통주,000080,2018/12/26,17550,5000
하이트진로보통주,000080,2018/12/27,16950,5000
하이트진로보통주,000080,2018/12/28,16600,5000
하이트진로홀딩스보통주,000140,2018/12/24,7100,5000
하이트진로홀딩스보통주,000140,2018/12/26,6920,5000
하이트진로홀딩스보통주,000140,2018/12/27,6940,5000
하이트진로홀딩스보통주,000140,2018/12/28,7010,5000
하츠,066130,2018/12/24,3810,500
하츠,066130,2018/12/26,3640,500
하츠,066130,2018/12/27,3755,500
하츠,066130,2018/12/28,3755,500
한국가구,004590,2018/12/24,20600,500
한국가구,004590,2018/12/26,20400,500
한국가구,004590,2018/12/27,20400,500
한국가구,004590,2018/12/28,20400,500
한국가스공사보통주,036460,2018/12/24,48750,5000
한국가스공사보통주,036460,2018/12/26,46900,5000
한국가스공사보통주,036460,2018/12/27,48100,5000
한국가스공사보통주,036460,2018/12/28,48200,5000
한국경제티브이,039340,2018/12/24,3930,500
한국경제티브이,039340,2018/12/26,3880,500
한국경제티브이,039340,2018/12/27,3885,500
한국경제티브이,039340,2018/12/28,3885,500
한국공항보통주,005430,2018/12/24,40800,5000
한국공항보통주,005430,2018/12/26,41200,5000
한국공항보통주,005430,2018/12/27,42100,5000
한국공항보통주,005430,2018/12/28,42700,5000
한국기업평가,034950,2018/12/24,52600,5000
한국기업평가,034950,2018/12/26,52500,5000
한국기업평가,034950,2018/12/27,52600,5000
한국기업평가,034950,2018/12/28,51800,5000
한국내화보통주,010040,2018/12/24,5480,500
한국내화보통주,010040,2018/12/26,5060,500
한국내화보통주,010040,2018/12/27,5310,500
한국내화보통주,010040,2018/12/28,5520,500
한국단자공업보통주,025540,2018/12/24,41000,500
한국단자공업보통주,025540,2018/12/26,40650,500
한국단자공업보통주,025540,2018/12/27,39650,500
한국단자공업보통주,025540,2018/12/28,40600,500
한국맥널티,222980,2018/12/24,11000,500
한국맥널티,222980,2018/12/26,10300,500
한국맥널티,222980,2018/12/27,10500,500
한국맥널티,222980,2018/12/28,11150,500
한국비엔씨,256840,2018/12/24,2040,100
한국비엔씨,256840,2018/12/26,2045,100
한국비엔씨,256840,2018/12/27,2045,100
한국비엔씨,256840,2018/12/28,2045,100
한국석유공업보통주,004090,2018/12/24,134000,5000
한국석유공업보통주,004090,2018/12/26,134000,5000
한국석유공업보통주,004090,2018/12/27,134000,5000
한국석유공업보통주,004090,2018/12/28,134500,5000
한국선재,025550,2018/12/24,2780,500
한국선재,025550,2018/12/26,2680,500
한국선재,025550,2018/12/27,2680,500
한국선재,025550,2018/12/28,2750,500
한국수출포장공업보통주,002200,2018/12/24,19850,5000
한국수출포장공업보통주,002200,2018/12/26,19650,5000
한국수출포장공업보통주,002200,2018/12/27,19500,5000
한국수출포장공업보통주,002200,2018/12/28,19450,5000
한국쉘석유보통주,002960,2018/12/24,348500,5000
한국쉘석유보통주,002960,2018/12/26,347000,5000
한국쉘석유보통주,002960,2018/12/27,334000,5000
한국쉘석유보통주,002960,2018/12/28,336500,5000
한국알콜산업,017890,2018/12/24,6960,500
한국알콜산업,017890,2018/12/26,6850,500
한국알콜산업,017890,2018/12/27,6970,500
한국알콜산업,017890,2018/12/28,7170,500
한국앤컴퍼니보통주,000240,2018/12/24,17200,500
한국앤컴퍼니보통주,000240,2018/12/26,16950,500
한국앤컴퍼니보통주,000240,2018/12/27,16500,500
