회사명,거래소코드,회계년도,EV/EBITDA
쌍용자동차(주),3620,2012,14.85
금호석유화학(주),11780,2016,14.92
(주)지에스글로벌,1250,2017,21.01
에스엘(주),5850,2018,20.41
SNT모티브(주),64960,2016,6.71
(주)인피니트헬스케어,71200,2014,34.03
대성산업(주),128820,2013,0.0
(주)한독,2390,2012,13.65
우리산업홀딩스(주),72470,2016,6308.82
서울반도체(주),46890,2014,35.21
(주)SNT홀딩스,36530,2016,27.34
(주)아이앤씨테크놀로지,52860,2013,0.0
(주)포스코플랜텍,51310,2013,0.0
매일홀딩스(주),5990,2018,82.4
(주)나스미디어,89600,2019,9.46
예스이십사(주),53280,2017,17.31
(주)알티캐스트,85810,2014,9.78
(주)한진,2320,2015,17.08
(주)녹십자홀딩스,5250,2016,42.18
(주)폴라리스오피스,41020,2010,8.92
일진홀딩스(주),15860,2018,29.88
(주)위메이드,112040,2017,41.17
(주)한섬,20000,2017,10.04
(주)두올,16740,2019,9.95
(주)이지홀딩스,35810,2019,14.83
(주)넵튠,217270,2019,133.21
(주)솔본,35610,2014,173.02
에스케이오션플랜트(주),25440,2018,21.58
OCI(주),10060,2011,4.46
(주)인포마크,175140,2019,0.0
에이치엘홀딩스(주),60980,2016,11.55
(주)보령,3850,2018,12.63
(주)네오위즈홀딩스,42420,2013,477.48
(주)두올,16740,2018,9.13
(주)오텍,67170,2015,23.23
(주)뷰웍스,100120,2015,18.9
(주)캠시스,50110,2017,0.0
(주)아이디스,143160,2012,6.65
(주)휴비츠,65510,2018,9.75
재영솔루텍(주),49630,2010,21.64
한솔제지(주),213500,2018,5.96
태평양물산(주),7980,2016,0.0
한전케이피에스(주),51600,2019,7.3
(주)조이시티,67000,2019,8.52
케이씨그린홀딩스(주),9440,2019,11.76
일진머티리얼즈(주),20150,2015,17.96
넥센타이어(주),2350,2015,7.01
(주)종근당홀딩스,1630,2012,8.04
(주)엘아이에스,138690,2014,0.0
(주)다날,64260,2015,21.27
(주)경동도시가스,267290,2018,0.82
(주)동원에프앤비,49770,2019,11.09
아세아시멘트(주),183190,2018,13.75
(주)제이콘텐트리,36420,2012,49.81
(주)콘텐트리중앙,36420,2012,49.81
(주)알티캐스트,85810,2015,19.47
(주)솔본,35610,2012,260.43
일진홀딩스(주),15860,2019,73.75
효성첨단소재(주),298050,2018,0.0
아세아(주),2030,2018,20.41
씨제이대한통운(주),120,2011,12.4
(주)심텍,222800,2016,8.15
제이더블유홀딩스(주),96760,2010,2.87
(주)이녹스,88390,2019,10.88
(주)심텍홀딩스,36710,2016,248.29
(주)위메이드,112040,2018,86.19
(주)크라운해태홀딩스,5740,2016,15.17
(주)이엠텍,91120,2018,9.15
(주)코아시아,45970,2018,152.4
(주)바이오니아,64550,2013,0.0
에스케이오션플랜트(주),25440,2017,21.02
(주)하나투어,39130,2013,17.25
덕양산업(주),24900,2018,2.14
한전케이피에스(주),51600,2016,16.23
(주)엔케이,85310,2014,22.77
해태제과식품(주),101530,2019,9.68
덕양산업(주),24900,2017,6.69
(주)알티캐스트,85810,2013,8.49
씨제이씨지브이(주),79160,2010,8.81
(주)경동인베스트,12320,2016,4.67
OCI(주),10060,2012,12.72
(주)미투온,201490,2019,121.66
(주)누리플렉스,40160,2018,4.58
대성산업(주),128820,2012,280.09
(주)삼천리,4690,2017,5.7
(주)엘지생명과학,68870,2012,25.09
(주)현대그린푸드,5440,2017,22.25
광동제약(주),9290,2017,10.87
태광산업(주),3240,2015,10.26
태광산업(주),3240,2014,23.02
해태제과식품(주),101530,2018,10.99
(주)제넥신,95700,2012,161.69
(주)엔이능률,53290,2010,3.4
(주)오텍,67170,2014,22.09
덕양산업(주),24900,2019,4.24
(주)녹십자홀딩스,5250,2017,64.85
(주)엘지생명과학,68870,2015,21.09
한국정보공학(주),39740,2012,64.51
덕양산업(주),24900,2016,53.34
크루셜텍(주),114120,2014,0.0
(주)루멘스,38060,2019,0.0
(주)젬백스&카엘,82270,2015,135.8
(주)에스엠엔터테인먼트,41510,2017,18.92
태평양물산(주),7980,2013,15.29
(주)캠시스,50110,2018,10.79
(주)이노션,214320,2019,46.99
파미셀(주),5690,2012,0.0
(주)드림어스컴퍼니,60570,2016,0.0
(주)웅진,16880,2011,18.91
(주)뷰웍스,100120,2013,14.95
SNT모티브(주),64960,2017,5.68
(주)미투온,201490,2018,304.17
에스케이가스(주),18670,2019,9.12
(주)제일기획,30000,2012,36.22
대한전선(주),1440,2016,30.61
(주)포스코플랜텍,51310,2014,0.0
코오롱글로벌(주),3070,2015,12.64
(주)SNT홀딩스,36530,2017,43.53
씨제이대한통운(주),120,2012,16.39
삼성바이오로직스(주),207940,2014,0.0
(주)조이시티,67000,2015,29.0
(주)신세계푸드,31440,2015,21.04
(주)유니테스트,86390,2014,16.1
(주)알티캐스트,85810,2011,1.13
(주)엘지생명과학,68870,2013,22.03
(주)원익홀딩스,30530,2014,14.35
크루셜텍(주),114120,2016,32.26
(주)비엘,142760,2018,0.0
(주)바이오니아,64550,2019,0.0
(주)바이오니아,64550,2017,0.0
(주)센트럴인사이트,12600,2013,0.0
(주)골프존뉴딘홀딩스,121440,2019,0.0
(주)투비소프트,79970,2019,0.0
에스엘(주),5850,2010,11.64
(주)코아시아,45970,2016,0.0
(주)누리플렉스,40160,2017,25.83
(주)아이마켓코리아,122900,2012,19.73
(주)대교,19680,2010,4.37
(주)이녹스,88390,2018,14.38
(주)알티캐스트,85810,2017,10.54
(주)대성합동지주,5620,2011,21.31
STX중공업(주),71970,2014,0.0
코오롱글로벌(주),3070,2016,8.88
쌍용자동차(주),3620,2010,4.45
디브이에스코리아(주),46400,2010,0.0
(주)에스에프에이,56190,2019,9.78
광동제약(주),9290,2016,9.02
(주)코스메카코리아,241710,2018,30.55
(주)엔씨소프트,36570,2018,14.69
(주)휴비츠,65510,2013,21.93
(주)비상교육,100220,2018,2.47
(주)이엠텍,91120,2019,0.0
크루셜텍(주),114120,2017,0.0
(주)티쓰리엔터테인먼트,204610,2012,0.31
(주)에피밸리,68630,2010,18.13
(주)대동,490,2017,14.98
엔시트론(주),101400,2015,0.0
현대제철(주),4020,2016,6.98
(주)대교,19680,2012,8.24
(주)텔레칩스,54450,2017,6.54
(주)드림어스컴퍼니,60570,2010,
(주)한섬,20000,2018,9.81
신풍제약(주),19170,2013,10.31
한솔제지(주),213500,2016,5.78
동아쏘시오홀딩스(주),640,2016,0.0
효성티앤씨(주),298020,2018,3.46
(주)서연이화,200880,2016,8.34
(주)사조대림,3960,2019,6.9
일진홀딩스(주),15860,2011,0.0
한전케이피에스(주),51600,2017,8.66
(주)화승코퍼레이션,13520,2018,13.44
(주)코아시아,45970,2017,0.0
(주)인피니트헬스케어,71200,2016,14.16
대한전선(주),1440,2018,19.33
넥센타이어(주),2350,2017,6.21
(주)아모텍,52710,2019,19.66
엔시트론(주),101400,2012,7.85
한솔제지(주),213500,2015,20.71
코나아이(주),52400,2012,9.09
(주)셀트리온,68270,2010,34.3
(주)셀트리온,68270,2010,34.3
진흥기업(주),2780,2010,0.0
(주)웅진씽크빅,95720,2012,10.63
(주)에스엠엔터테인먼트,41510,2010,9.59
코스맥스비티아이(주),44820,2019,18.27
(주)비지에프리테일,282330,2017,0.0
(주)케이지이니시스,35600,2016,12.21
에스케이오션플랜트(주),25440,2015,9.14
(주)뷰웍스,100120,2014,19.95
(주)알티캐스트,85810,2018,6.86
에스케이오션플랜트(주),25440,2014,6.86
(주)셀트리온,68270,2011,23.16
(주)셀트리온,68270,2011,23.16
서울도시가스(주),17390,2012,5.6
(주)삼천리,4690,2018,5.3
(주)와이지엔터테인먼트,122870,2019,31.02
(주)화승코퍼레이션,13520,2011,9.26
(주)종근당홀딩스,1630,2018,21.66
태광산업(주),3240,2013,11.65
(주)대웅,3090,2010,5.57
(주)대교,19680,2011,4.57
(주)솔본,35610,2016,221.94
(주)다산네트웍스,39560,2016,134.32
(주)다날,64260,2011,13.95
(주)셀트리온,68270,2012,21.87
(주)셀트리온,68270,2012,21.87
(주)인피니트헬스케어,71200,2015,30.11
에스케이렌터카(주),68400,2019,4.11
(주)드림어스컴퍼니,60570,2017,0.0
(주)유한양행,100,2019,36.43
롯데케미칼(주),11170,2011,8.24
한미약품(주),128940,2012,26.64
(주)루트로닉,85370,2017,27.46
에이치엘홀딩스(주),60980,2017,16.16
에스케이디스커버리(주),6120,2019,42.76
금호타이어(주),73240,2017,0.0
(주)엘엑스하우시스,108670,2011,8.8
롯데케미칼(주),11170,2012,12.74
덕산하이메탈(주),77360,2015,15.81
(주)옵트론텍,82210,2015,13.17
(주)서연이화,200880,2017,80.08
(주)포스코플랜텍,51310,2015,0.0
샘표(주),7540,2019,8.5
엔시트론(주),101400,2014,0.0
(주)솔본,35610,2015,200.38
(주)오리온홀딩스,1800,2015,57.08
샘표(주),7540,2017,18.73
(주)포스코인터내셔널,47050,2013,49.88
(주)웹젠,69080,2018,9.11
(주)알티캐스트,85810,2019,0.0
한세실업(주),105630,2019,11.93
(주)조이시티,67000,2016,38.94
LS일렉트릭(주),10120,2015,8.29
씨제이제일제당(주),97950,2010,11.11
한솔로지스틱스(주),9180,2013,12.92
(주)오리온홀딩스,1800,2014,90.87
(주)다날,64260,2012,20.08
(주)엔케이,85310,2018,0.0
(주)텔레칩스,54450,2016,9.17
(주)오리온홀딩스,1800,2016,37.07
(주)텔콘알에프제약,200230,2019,56.46
(주)오텍,67170,2019,86.19
자이글(주),234920,2018,0.0
(주)오리온,271560,2018,38.44
서울반도체(주),46890,2019,14.39
샘표(주),7540,2018,11.6
(주)삼천리,4690,2019,4.02
(주)원익아이피에스,240810,2017,9.18
자이글(주),234920,2017,10.02
(주)한글과컴퓨터,30520,2010,7.18
한전케이피에스(주),51600,2018,6.35
(주)한독,2390,2015,22.35
효성화학(주),298000,2019,4.24
(주)풀무원,17810,2012,16.3
STX엔진(주),77970,2011,7.7
(주)하나투어,39130,2010,14.51
(주)비엘,142760,2019,0.0
에스케이오션플랜트(주),25440,2016,11.35
(주)대동,490,2018,17.51
(주)엠게임,58630,2011,13.67
(주)네오위즈,95660,2013,4.39
(주)풀무원,17810,2011,6.46
매일홀딩스(주),5990,2017,30.25
디브이에스코리아(주),46400,2011,0.0
크루셜텍(주),114120,2018,0.0
(주)인피니트헬스케어,71200,2017,18.88
(주)대동,490,2019,8.94
(주)오리온홀딩스,1800,2013,85.13
한온시스템(주),18880,2016,34.63
(주)조이시티,67000,2018,0.0
(주)엔케이,85310,2019,0.0
(주)한독,2390,2016,24.53
(주)씨젠,96530,2016,59.22
(주)웅진,16880,2010,22.19
(주)태영건설,9410,2012,9.69
(주)백금티앤에이,46310,2018,14.78
(주)오텍,67170,2018,57.08
(주)한글과컴퓨터,30520,2011,10.52
(주)백금티앤에이,46310,2017,36.78
에이치엘만도(주),204320,2014,
(주)파인텍,131760,2017,10.25
컨버즈(주),109070,2017,0.0
(주)종근당홀딩스,1630,2017,45.67
대한해운(주),5880,2017,10.85
(주)파마리서치,214450,2018,16.58
(주)엘지생명과학,68870,2014,18.49
(주)위메이드맥스,101730,2013,0.0
(주)오리온홀딩스,1800,2018,65.14
오성첨단소재(주),52420,2011,0.0
(주)웅진씽크빅,95720,2015,8.44
(주)엔이능률,53290,2013,2.86
해성옵틱스(주),76610,2015,7.07
(주)신세계인터내셔날,31430,2014,24.69
(주)에스에프에이반도체,36540,2013,14.62
한국정보공학(주),39740,2013,0.0
(주)서연,7860,2013,24.91
(주)휴맥스,115160,2011,8.41
STX엔진(주),77970,2013,0.0
(주)솔본,35610,2017,0.0
신풍제약(주),19170,2014,11.56
넥센타이어(주),2350,2019,4.55
(주)에스엠컬처앤콘텐츠,48550,2018,23.38
(주)서연이화,200880,2019,7.89
(주)지란지교시큐리티,208350,2019,13.29
(주)화승코퍼레이션,13520,2019,11.08
대우자동차판매(주),4550,2010,12.05
(주)텔콘알에프제약,200230,2018,0.0
(주)에스엠컬처앤콘텐츠,48550,2019,3.89
(주)루트로닉,85370,2010,8.46
(주)위메이드맥스,101730,2015,0.0
(주)풀무원,17810,2014,15.68
에쓰-오일(주),10950,2011,7.12
롯데정밀화학(주),4000,2018,3.89
(주)하림홀딩스,24660,2013,38.25
해성옵틱스(주),76610,2016,9.72
(주)원익홀딩스,30530,2015,10.91
(주)풀무원,17810,2013,20.89
신풍제약(주),19170,2015,25.79
한국앤컴퍼니(주),240,2011,13.43
(주)이녹스,88390,2017,33.97
(주)서연이화,200880,2018,13.42
코나아이(주),52400,2013,12.42
한미약품(주),128940,2011,26.22
(주)파인텍,131760,2018,27.21
KG스틸(주),16380,2014,0.0
한솔홀딩스(주),4150,2017,15.19
한솔홀딩스(주),4150,2015,26.39
파미셀(주),5690,2013,0.0
(주)녹십자홀딩스,5250,2019,42.38
광동제약(주),9290,2019,7.37
에스케이오션플랜트(주),25440,2013,11.83
현대위아(주),11210,2011,11.56
OCI(주),10060,2019,26.18
SNT모티브(주),64960,2019,3.02
(주)유한양행,100,2018,24.67
(주)한샘,9240,2018,15.4
(주)네오위즈,95660,2010,21.95
SK이노베이션(주),96770,2011,24.03
태광산업(주),3240,2011,4.53
(주)씨젠,96530,2014,34.98
케이지케미칼(주),1390,2016,25.13
(주)녹십자홀딩스,5250,2018,39.11
(주)오텍,67170,2016,40.03
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2019,7.87
(주)대교,19680,2013,7.88
(주)다날,64260,2013,13.56
(주)엠게임,58630,2014,16.6
(주)신세계푸드,31440,2016,12.84
(주)오텍,67170,2017,37.04
덕산하이메탈(주),77360,2014,17.39
(주)아이엠비씨,52220,2017,20.78
한솔로지스틱스(주),9180,2012,12.33
(주)와이지엔터테인먼트,122870,2018,60.4
한국정보공학(주),39740,2014,0.0
씨제이프레시웨이(주),51500,2014,15.23
(주)웅진씽크빅,95720,2014,7.28
(주)그래디언트,35080,2011,0.0
(주)효성,4800,2019,23.58
(주)이엔코퍼레이션,66980,2018,93.19
동원산업(주),6040,2019,17.77
팅크웨어(주),84730,2016,8.2
한솔로지스틱스(주),9180,2011,6.88
대상(주),1680,2010,5.69
한솔로지스틱스(주),9180,2010,10.37
에스케이씨(주),11790,2016,11.47
(주)인포마크,175140,2018,10.76
지에스건설(주),6360,2012,21.15
(주)씨젠,96530,2015,62.53
대한전선(주),1440,2015,40.59
한온시스템(주),18880,2018,39.71
(주)휴비스,79980,2018,7.7
(주)하나투어,39130,2011,12.75
(주)현대그린푸드,5440,2011,28.84
넷마블(주),251270,2014,-2.13
(주)유진테크,84370,2018,3.43
광동제약(주),9290,2018,8.87
(주)하림지주,3380,2012,34.85
(주)하나투어,39130,2012,16.5
(주)엘엑스하우시스,108670,2012,7.99
한온시스템(주),18880,2015,45.58
(주)삼양홀딩스,70,2014,18.45
(주)위메이드맥스,101730,2014,0.0
(주)한샘,9240,2019,12.89
(주)오뚜기,7310,2019,11.08
(주)지란지교시큐리티,208350,2018,16.5
(주)휴비스,79980,2015,7.86
STX중공업(주),71970,2013,0.0
(주)텔레칩스,54450,2018,6.32
한세실업(주),105630,2017,26.83
금호석유화학(주),11780,2013,15.91
(주)영원무역,111770,2015,20.85
(주)휴비스,79980,2016,11.78
(주)휴맥스,115160,2013,13.93
(주)종근당홀딩스,1630,2019,49.76
STX엔진(주),77970,2012,15.79
(주)엘엑스인터내셔널,1120,2010,11.73
(주)휴비스,79980,2017,9.94
(주)하나투어,39130,2014,22.62
(주)이녹스,88390,2016,11.6
서울도시가스(주),17390,2014,19.49
(주)아이엠비씨,52220,2018,10.42
롯데정밀화학(주),4000,2013,38.53
(주)하림홀딩스,24660,2014,37.52
(주)카카오게임즈,293490,2016,22.45
(주)바이오니아,64550,2016,0.0
대상(주),1680,2011,6.35
대상(주),1680,2012,8.12
한국콜마(주),161890,2017,25.17
(주)엠게임,58630,2010,20.05
(주)네오위즈홀딩스,42420,2010,3.59
한세실업(주),105630,2018,38.82
코오롱글로벌(주),3070,2017,8.13
(주)삼양홀딩스,70,2013,47.15
(주)위메이드,112040,2016,18.7
(주)대교,19680,2018,10.85
(주)비상교육,100220,2012,7.03
서울도시가스(주),17390,2013,10.1
(주)대교,19680,2016,9.5
(주)크라운해태홀딩스,5740,2017,70.69
(주)액토즈소프트,52790,2010,5.05
현대건설기계(주),267270,2019,11.76
(주)대교,19680,2017,9.84
한솔제지(주),213500,2017,8.47
(주)농심,4370,2013,9.49
(주)텔레칩스,54450,2019,7.84
롯데정밀화학(주),4000,2014,22.11
세종공업(주),33530,2018,40.12
(주)에이스테크놀로지,88800,2010,9.64
(주)에프에스엔,214270,2018,39.84
롯데정밀화학(주),4000,2015,12.43
(주)서연이화,200880,2015,6.57
(주)씨젠,96530,2017,42.72
(주)동양,1520,2012,12.22
(주)락앤락,115390,2019,0.0
(주)신세계푸드,31440,2017,9.11
LS일렉트릭(주),10120,2018,6.74
(주)다날,64260,2010,26.86
금호타이어(주),73240,2010,11.38
SNT모티브(주),64960,2018,3.54
(주)한글과컴퓨터,30520,2016,10.16
(주)코오롱,2020,2012,17.56
(주)SNT홀딩스,36530,2018,38.53
(주)조이시티,67000,2017,327.16
(주)젬백스&카엘,82270,2016,0.0
SK이노베이션(주),96770,2014,15.23
(주)루트로닉,85370,2018,26.27
(주)엘엑스인터내셔널,1120,2013,11.13
LS일렉트릭(주),10120,2016,9.08
(주)대웅제약,69620,2015,13.74
동원시스템즈(주),14820,2015,79.71
에쓰-오일(주),10950,2012,12.8
(주)엘엑스인터내셔널,1120,2012,13.18
SK이노베이션(주),96770,2013,24.16
(주)이녹스,88390,2015,7.77
금호타이어(주),73240,2011,8.35
(주)대성합동지주,5620,2013,36.25
(주)오리온,271560,2019,29.53
네스테크(주),37540,2010,77.88
삼성엔지니어링(주),28050,2010,17.17
(주)SNT홀딩스,36530,2019,27.67
에스엔유프리시젼(주),80000,2018,4.41
LS일렉트릭(주),10120,2010,14.5
LS일렉트릭(주),10120,2017,10.87
(주)엘엑스하우시스,108670,2013,10.22
한전케이피에스(주),51600,2013,11.36
(주)에이치비테크놀러지,78150,2018,15.7
한국주철관공업(주),970,2010,7.35
(주)대웅제약,69620,2019,31.03
(주)대성합동지주,5620,2012,28.78
(주)서희건설,35890,2016,2.73
(주)서희건설,35890,2015,4.68
(주)서희건설,35890,2013,16.74
(주)서희건설,35890,2014,5.44
에이케이홀딩스(주),6840,2013,143.52
(주)제넨바이오,72520,2017,11.11
(주)파마리서치,214450,2019,12.98
태광산업(주),3240,2010,3.35
(주)옵트론텍,82210,2016,7.67
(주)옵트론텍,82210,2017,6.46
(주)대교,19680,2015,9.93
세종공업(주),33530,2019,29.21
(주)효성,4800,2010,7.83
(주)대교,19680,2019,7.47
(주)위메이드,112040,2012,47.2
롯데케미칼(주),11170,2010,8.54
(주)에스에프에이,56190,2015,12.81
(주)옵트론텍,82210,2018,7.31
(주)농심,4370,2010,5.73
한국전자금융(주),63570,2016,4.49
한국앤컴퍼니(주),240,2010,8.17
(주)DB하이텍,990,2019,5.36
(주)엔이능률,53290,2016,5.43
KG스틸(주),16380,2013,12.23
(주)신세계인터내셔날,31430,2015,23.37
엔브이에이치코리아(주),67570,2018,22.86
(주)대교,19680,2014,8.25
(주)농심,4370,2011,8.39
(주)포스코아이씨티,22100,2014,9.57
(주)농심,4370,2012,9.97
(주)하나투어,39130,2015,31.59
(주)엔이능률,53290,2014,3.06
(주)에이블씨엔씨,78520,2019,11.01
(주)엘엑스인터내셔널,1120,2014,11.93
(주)이엔코퍼레이션,66980,2019,39.25
(주)웨이브일렉트로닉스,95270,2018,0.0
(주)인포마크,175140,2017,0.0
(주)오리온홀딩스,1800,2019,61.21
(주)서희건설,35890,2018,1.54
예스이십사(주),53280,2014,14.87
(주)한글과컴퓨터,30520,2017,13.26
(주)루트로닉,85370,2019,19.87
(주)셀트리온,68270,2019,45.77
모트렉스(주),118990,2019,85.21
나이스정보통신(주),36800,2016,4.67
(주)아이디스,143160,2015,7.85
코오롱글로벌(주),3070,2019,4.89
현대위아(주),11210,2010,2.32
(주)엔이능률,53290,2017,7.01
씨제이제일제당(주),97950,2011,23.59
(주)영원무역,111770,2018,15.9
현대글로비스(주),86280,2010,19.58
SK이노베이션(주),96770,2012,11.97
태광산업(주),3240,2012,20.62
LG이노텍(주),11070,2010,11.4
KG스틸(주),16380,2011,14.61
(주)에이스테크놀로지,88800,2017,71.42
(주)옵트론텍,82210,2019,7.53
(주)유진테크,84370,2019,6.87
금호타이어(주),73240,2012,9.2
에이치엘홀딩스(주),60980,2010,12.28
(주)하림지주,3380,2013,37.1
코오롱글로벌(주),3070,2018,7.47
(주)엘엑스하우시스,108670,2014,9.96
(주)삼천리,4690,2011,4.33
에스케이커뮤니케이션즈(주),66270,2010,16.32
카페24(주),42000,2019,37.79
KG스틸(주),16380,2012,13.03
(주)영원무역홀딩스,9970,2015,60.13
동국제강(주),1230,2011,9.57
(주)케이티앤지,33780,2016,9.48
삼성엔지니어링(주),28050,2011,11.48
에스케이씨(주),11790,2017,11.8
(주)아이마켓코리아,122900,2013,15.81
(주)웹젠,69080,2012,55.51
지에스건설(주),6360,2015,12.28
쌍용자동차(주),3620,2019,0.0
에쓰-오일(주),10950,2010,10.87
(주)웅진씽크빅,95720,2013,7.27
LS일렉트릭(주),10120,2019,7.62
쌍용자동차(주),3620,2013,6.21
에스케이씨(주),11790,2013,9.81
세종공업(주),33530,2017,0.0
(주)파라다이스,34230,2014,31.78
(주)에이스테크놀로지,88800,2015,12.77
동국제강(주),1230,2010,9.77
(주)에이스테크놀로지,88800,2014,8.54
(주)에스에프에이,56190,2018,5.63
쌍용자동차(주),3620,2018,4.31
(주)하나투어,39130,2018,20.91
현대위아(주),11210,2013,9.32
(주)하나투어,39130,2019,29.61
쌍용씨앤이(주),3410,2019,11.04
에스케이디스커버리(주),6120,2016,25.08
(주)DB하이텍,990,2018,3.73
(주)엔이능률,53290,2015,2.55
한국전자금융(주),63570,2017,9.71
(주)삼양사,145990,2017,15.91
(주)심텍,222800,2018,3.67
(주)영원무역,111770,2017,13.36
(주)에이스테크놀로지,88800,2013,7.3
LS일렉트릭(주),10120,2011,14.49
(주)넥센,5720,2019,13.2
(주)삼천리,4690,2012,4.39
(주)심텍홀딩스,36710,2018,34.44
(주)아이디스,143160,2013,6.12
효성첨단소재(주),298050,2019,11.76
한국항공우주산업(주),47810,2011,29.28
(주)케이티앤지,33780,2011,10.16
현대글로비스(주),86280,2011,19.83
에스케이씨(주),11790,2014,8.7
지에스건설(주),6360,2017,7.54
한국타이어앤테크놀로지(주),161390,2013,11.9
지에스건설(주),6360,2016,6.69
쌍용자동차(주),3620,2017,6.34
(주)대웅,3090,2015,46.25
금호타이어(주),73240,2013,9.62
(주)에이스테크놀로지,88800,2016,53.57
엔시트론(주),101400,2013,0.0
(주)엔씨소프트,36570,2016,16.27
(주)셀트리온,68270,2014,17.31
(주)셀트리온,68270,2014,17.31
(주)영원무역,111770,2019,11.0
(주)코오롱,2020,2013,17.6
현대위아(주),11210,2012,8.73
(주)하나투어,39130,2016,17.4
(주)포스코인터내셔널,47050,2014,17.81
롯데케미칼(주),11170,2018,6.06
(주)홈센타홀딩스,60560,2017,53.38
지에스건설(주),6360,2014,71.48
대상홀딩스(주),84690,2013,56.21
한일홀딩스(주),3300,2017,9.98
금호타이어(주),73240,2014,7.75
(주)포스코인터내셔널,47050,2016,13.32
(주)하나투어,39130,2017,19.46
(주)태영건설,9410,2013,17.85
(주)삼양홀딩스,70,2015,91.92
(주)드래곤플라이,30350,2011,23.52
코나아이(주),52400,2014,11.82
에스케이디스커버리(주),6120,2014,32.92
(주)위메이드,112040,2013,24.34
우리산업홀딩스(주),72470,2019,2356.41
대상홀딩스(주),84690,2014,37.98
(주)삼양사,145990,2016,8.8
LS일렉트릭(주),10120,2012,11.51
대상(주),1680,2013,10.52
(주)코오롱,2020,2014,22.7
쌍용씨앤이(주),3410,2017,8.87
우리산업홀딩스(주),72470,2018,1535.7
(주)엘에프,93050,2011,6.91
에스케이커뮤니케이션즈(주),66270,2011,21.44
(주)셀트리온,68270,2018,64.82
(주)셀트리온,68270,2017,48.39
(주)드래곤플라이,30350,2014,15.02
대상(주),1680,2019,8.09
(주)에이스테크놀로지,88800,2011,4.33
지에스건설(주),6360,2018,3.64
(주)코스메카코리아,241710,2019,13.21
(주)하림홀딩스,24660,2015,117.56
효성티앤씨(주),298020,2019,6.57
(주)캠시스,50110,2019,19.15
(주)DB하이텍,990,2010,20.51
(주)쏠리드,50890,2017,12.01
(주)하림지주,3380,2014,2.63
에스케이씨(주),11790,2015,7.06
(주)한독,2390,2017,32.18
에스케이디스커버리(주),6120,2015,38.28
(주)엘에프,93050,2010,5.66
(주)삼천리,4690,2014,10.54
(주)셀트리온,68270,2016,40.32
(주)셀트리온,68270,2016,39.09
(주)위메이드,112040,2015,74.27
에스케이디스커버리(주),6120,2013,20.57
(주)솔루엠,248070,2018,0.0
대상(주),1680,2014,9.42
(주)웹젠,69080,2015,10.33
(주)케이티앤지,33780,2018,11.98
한국항공우주산업(주),47810,2012,14.51
금호타이어(주),73240,2015,16.44
에스케이씨(주),11790,2010,9.17
(주)영원무역,111770,2016,13.39
(주)웹젠,69080,2011,95.43
(주)현대홈쇼핑,57050,2019,5.9
(주)솔루엠,248070,2016,23.88
(주)대웅제약,69620,2017,29.39
(주)코오롱,2020,2015,53.18
한국가스공사(주),36460,2019,13.14
한국항공우주산업(주),47810,2016,16.55
(주)영원무역홀딩스,9970,2018,51.48
(주)텔레칩스,54450,2010,8.41
(주)삼천리,4690,2013,5.87
(주)엘엑스하우시스,108670,2015,9.5
(주)셀트리온,68270,2015,30.01
(주)셀트리온,68270,2015,30.01
(주)파라다이스,34230,2015,31.52
씨제이씨지브이(주),79160,2011,8.25
에쓰-오일(주),10950,2013,15.21
(주)코오롱,2020,2016,59.19
대상(주),1680,2018,7.75
일동홀딩스(주),230,2019,28.93
(주)엘엑스인터내셔널,1120,2011,16.67
(주)에스에프에이,56190,2016,8.93
(주)드래곤플라이,30350,2013,15.38
(주)삼양사,145990,2018,9.49
(주)대웅제약,69620,2018,34.67
(주)대웅,3090,2019,54.87
대상홀딩스(주),84690,2015,75.69
(주)네오위즈,95660,2011,8.71
에이치엘홀딩스(주),60980,2011,14.33
(주)삼양사,145990,2019,17.04
(주)효성,4800,2011,8.93
에스케이씨(주),11790,2012,10.96
(주)현대그린푸드,5440,2010,25.2
(주)엘엑스하우시스,108670,2016,6.42
지에스건설(주),6360,2019,4.25
LS일렉트릭(주),10120,2013,10.56
에스케이디스커버리(주),6120,2011,21.59
나이스정보통신(주),36800,2017,2.97
(주)대우건설,47040,2016,0.0
대상(주),1680,2015,9.62
대상홀딩스(주),84690,2016,35.32
코나아이(주),52400,2019,8.95
(주)신세계,4170,2012,13.13
(주)아이디스,143160,2014,6.98
AJ네트웍스(주),95570,2017,7.57
(주)카카오게임즈,293490,2017,-0.54
한일홀딩스(주),3300,2019,74.73
(주)에이스테크놀로지,88800,2012,18.57
(주)케이티앤지,33780,2015,10.51
(주)한독,2390,2018,13.07
(주)케이지이니시스,35600,2017,11.19
(주)엔씨소프트,36570,2014,13.3
금호타이어(주),73240,2016,12.67
(주)웹젠,69080,2013,34.88
한화솔루션(주),9830,2010,9.93
(주)한독,2390,2019,10.42
(주)대웅제약,69620,2016,20.04
(주)포스코인터내셔널,47050,2018,10.44
(주)네오위즈홀딩스,42420,2011,6.63
한세예스24홀딩스(주),16450,2014,118.95
(주)신세계인터내셔날,31430,2016,14.91
(주)케이지이니시스,35600,2019,7.57
(주)다우기술,23590,2010,6.02
(주)아이디스,143160,2017,36.74
(주)영원무역홀딩스,9970,2017,63.44
대상(주),1680,2016,9.91
금호석유화학(주),11780,2011,9.38
