거래소코드,회계년도,수정종가,회사명,시가총액,거래량회전율,로그시가총액,수정거래량,거래량증가율,시가총액증가율
16090,2018,25100.0,대현보통주,1111485981000.0,0.8562389812094265,12.045903989380724,1510.607171314741,-0.4401887400663327,-0.2828137426961762
16090,2019,23975.0,대현보통주,1061668382250.0,0.6236778523974924,12.025988883742388,1151.9456100104276,-0.2716077332562511,-0.044820717131474064
16100,2010,72500.0,리더스코스메틱,652875550000.0,13.10789356792424,11.814830404706608,1628.123324137931,,
16100,2011,80850.0,리더스코스메틱,1450409949450.0,27.097215214880087,12.161490770249348,6012.5040568954855,3.118225298209004,1.2215718592157416
16100,2012,63100.0,리더스코스메틱,1131983522700.0,5.424687465108453,12.053840105251062,1542.2547226624406,-0.7998064589999065,-0.2195423623995053
16100,2013,38975.0,리더스코스메틱,699192675075.0,2.6642035568739115,11.844596869867807,1226.2867222578575,-0.5088742763504722,-0.3823296354992076
16100,2014,138000.0,리더스코스메틱,2475653346000.0,9.07867859541592,12.393689832408164,1180.1964420289855,2.407652006165978,2.5407312379730596
16100,2015,271250.0,리더스코스메틱,4866093986250.0,12.124681338968045,12.687180492863513,801.8836018433179,0.33551168394595865,0.9655797101449275
16100,2016,258500.0,리더스코스메틱,4637365144500.0,4.845724163030699,12.666271293436889,336.28607736943906,-0.6003421428110598,-0.047004608294930916
16100,2017,195500.0,리더스코스메틱,3507175573500.0,3.4765103207628165,12.544957507738813,319.012358056266,-0.28256124290234563,-0.2437137330754352
16100,2018,153250.0,리더스코스메틱,2784615945500.0,2.7314531193400438,12.444765305703067,323.86058075040785,-0.2041993226023875,-0.20602322662703731
16100,2019,80750.0,리더스코스메틱,1468633680500.0,1.9634644595432864,12.16691348375711,442.2333250773994,-0.28049233680277386,-0.4725902209698454
16160,2010,29750.0,오라바이오틱스(보통주),,,,7317.723159663866,,
16160,2011,26875.0,오라바이오틱스(보통주),,,,849.8119441860465,-0.8950920602277246,
16170,2010,78350.0,로엔엔터테인먼트,1981605086750.0,0.21132588728201598,12.297017108406514,68.21687300574347,,
